YEAR,RANK,RIDER,RIDER NO.,TEAM,TIMES,GAP,DISTNACE
2012,103, FRANCIS DE GREEF,113,LOTTO-BELISOL TEAM,90H 28' 39'',+ 02H 53' 52'',3497
2012,104, KOEN DE KORT,213,TEAM ARGOS-SHIMANO,90H 29' 00'',+ 02H 54' 13'',3497
2012,105, JURGEN ROELANDTS,117,LOTTO-BELISOL TEAM,90H 29' 51'',+ 02H 55' 04'',3497
2012,106, DANIEL OSS,56,LIQUIGAS-CANNONDALE,90H 30' 11'',+ 02H 55' 24'',3497
2012,107, DAVID MILLAR,66,GARMIN-SHARP,90H 30' 11'',+ 02H 55' 24'',3497
2012,108, SAMUEL DUMOULIN,83,COFIDIS LE CREDIT EN LIGNE,90H 30' 49'',+ 02H 56' 02'',3497
2012,109, LUCA PAOLINI,137,KATUSHA TEAM,90H 31' 08'',+ 02H 56' 21'',3497
2012,110, MANUEL QUINZIATO,7,BMC RACING TEAM,90H 31' 14'',+ 02H 56' 27'',3497
2012,111, MICHAEL ALBASINI,202,ORICA GREENEDGE,90H 32' 07'',+ 02H 57' 20'',3497
2012,112, DARYL IMPEY,205,ORICA GREENEDGE,90H 32' 16'',+ 02H 57' 29'',3497
2012,113, JÉRÔME PINEAU,197,OMEGA PHARMA-QUICK STEP,90H 32' 45'',+ 02H 57' 58'',3497
2012,114, MATTHIEU SPRICK,217,TEAM ARGOS-SHIMANO,90H 33' 02'',+ 02H 58' 15'',3497
2012,115, FEDERICO CANUTI,53,LIQUIGAS-CANNONDALE,90H 33' 28'',+ 02H 58' 41'',3497
2012,116, KRIS BOECKMANS,122,VACANSOLEIL-DCM,90H 37' 44'',+ 03H 02' 57'',3497
2012,117, MAXIM IGLINSKIY,185,ASTANA PRO TEAM,90H 38' 25'',+ 03H 03' 38'',3497
2012,118, BADEN COOKE,203,ORICA GREENEDGE,90H 39' 17'',+ 03H 04' 30'',3497
2012,119, ALESSANDRO VANOTTI,59,LIQUIGAS-CANNONDALE,90H 39' 26'',+ 03H 04' 39'',3497
2012,120, JOAN HORRACH,135,KATUSHA TEAM,90H 41' 14'',+ 03H 06' 27'',3497
2012,121, MATTHEW HARLEY GOSS,204,ORICA GREENEDGE,90H 41' 42'',+ 03H 06' 55'',3497
2012,122, NICK NUYENS,176,TEAM SAXO BANK-TINKOFF BANK,90H 43' 16'',+ 03H 08' 29'',3497
2012,123, SÉBASTIEN HINAULT,75,AG2R LA MONDIALE,90H 43' 44'',+ 03H 08' 57'',3497
2012,124, ANDRÉ GREIPEL,114,LOTTO-BELISOL TEAM,90H 43' 49'',+ 03H 09' 02'',3497
2012,125, GREGORY HENDERSON,116,LOTTO-BELISOL TEAM,90H 47' 53'',+ 03H 13' 06'',3497
2012,126, BERT GRABSCH,195,OMEGA PHARMA-QUICK STEP,90H 47' 53'',+ 03H 13' 06'',3497
2012,127, ANTHONY ROUX,147,FDJ-BIGMAT,90H 51' 25'',+ 03H 16' 38'',3497
2012,128, ANDERS LUND,174,TEAM SAXO BANK-TINKOFF BANK,90H 51' 54'',+ 03H 17' 07'',3497
2012,129, NICOLAS EDET,84,COFIDIS LE CREDIT EN LIGNE,90H 52' 03'',+ 03H 17' 16'',3497
2012,130, BORUT BOZIC,182,ASTANA PRO TEAM,90H 52' 31'',+ 03H 17' 44'',3497
2012,131, LUIS ANGEL MATE MARDONES,87,COFIDIS LE CREDIT EN LIGNE,90H 52' 58'',+ 03H 18' 11'',3497
2012,132, JEAN MARC MARINO,98,SAUR-SOJASUN,90H 53' 07'',+ 03H 18' 20'',3497
2012,133, MARCEL SIEBERG,118,LOTTO-BELISOL TEAM,90H 54' 23'',+ 03H 19' 36'',3497
2012,134, CEDRIC PINEAU,145,FDJ-BIGMAT,90H 55' 11'',+ 03H 20' 24'',3497
2012,135, PABLO URTASUN PEREZ,38,EUSKALTEL - EUSKADI,90H 56' 21'',+ 03H 21' 34'',3497
2012,136, ROY CURVERS,212,TEAM ARGOS-SHIMANO,90H 58' 31'',+ 03H 23' 44'',3497
2012,137, CYRIL LEMOINE,96,SAUR-SOJASUN,90H 58' 42'',+ 03H 23' 55'',3497
2012,138, JONATHAN CANTWELL,171,TEAM SAXO BANK-TINKOFF BANK,90H 59' 55'',+ 03H 25' 08'',3497
2012,139, YANN HUGUET,216,TEAM ARGOS-SHIMANO,91H 01' 30'',+ 03H 26' 43'',3497
2012,140, YOHANN GENE,25,TEAM EUROPCAR,91H 01' 45'',+ 03H 26' 58'',3497
2012,141, JUAN JOSE HAEDO,172,TEAM SAXO BANK-TINKOFF BANK,91H 02' 15'',+ 03H 27' 28'',3497
2012,142, PATRICK GRETSCH,215,TEAM ARGOS-SHIMANO,91H 02' 36'',+ 03H 27' 49'',3497
2012,143, MARK CAVENDISH,103,SKY PROCYCLING,91H 03' 23'',+ 03H 28' 36'',3497
2012,144, KARSTEN KROON,173,TEAM SAXO BANK-TINKOFF BANK,91H 03' 43'',+ 03H 28' 56'',3497
2012,145, BRAM TANKINK,156,RABOBANK CYCLING TEAM,91H 06' 11'',+ 03H 31' 24'',3497
2012,146, ALIAKSANDR KUCHYNSKI,136,KATUSHA TEAM,91H 13' 11'',+ 03H 38' 24'',3497
2012,147, BERNHARD EISEL,104,SKY PROCYCLING,91H 13' 35'',+ 03H 38' 48'',3497
2012,148, JOHAN VAN SUMMEREN,67,GARMIN-SHARP,91H 14' 48'',+ 03H 40' 01'',3497
2012,149, ALBERT TIMMER,218,TEAM ARGOS-SHIMANO,91H 15' 24'',+ 03H 40' 37'',3497
2012,150, JULIEN FOUCHARD,85,COFIDIS LE CREDIT EN LIGNE,91H 17' 18'',+ 03H 42' 31'',3497
2012,151, SEBASTIAN LANGEVELD,207,ORICA GREENEDGE,91H 24' 59'',+ 03H 50' 12'',3497
2012,152, TYLER FARRAR,63,GARMIN-SHARP,91H 29' 32'',+ 03H 54' 45'',3497
2012,153, JAN GHYSELINCK,86,COFIDIS LE CREDIT EN LIGNE,91H 31' 51'',+ 03H 57' 04'',3497
2012,154, JIMMY ENGOULVENT,93,SAUR-SOJASUN,91H 32' 23'',+ 03H 57' 36'',3497
2011,1, CADEL EVANS,141,BMC RACING TEAM,86H 12' 22'',-,3630
2011,2, ANDY SCHLECK,11,TEAM LEOPARD-TREK,86H 13' 56'',+ 00H 01' 34'',3630
2011,3, FRANK SCHLECK,18,TEAM LEOPARD-TREK,86H 14' 52'',+ 00H 02' 30'',3630
2011,4, THOMAS VOECKLER,181,TEAM EUROPCAR,86H 15' 42'',+ 00H 03' 20'',3630
2011,5, SAMUEL SANCHEZ,21,EUSKALTEL - EUSKADI,86H 17' 17'',+ 00H 04' 55'',3630
2011,6, DAMIANO CUNEGO,161,LAMPRE - ISD,86H 18' 27'',+ 00H 06' 05'',3630
2011,7, IVAN BASSO,91,LIQUIGAS-CANNONDALE,86H 19' 45'',+ 00H 07' 23'',3630
2011,8, THOMAS DANIELSON,52,TEAM GARMIN - CERVELO,86H 20' 37'',+ 00H 08' 15'',3630
2011,9, JEAN-CHRISTOPHE PÉRAUD,108,AG2R LA MONDIALE,86H 22' 33'',+ 00H 10' 11'',3630
2011,10, PIERRE ROLLAND,188,TEAM EUROPCAR,86H 23' 05'',+ 00H 10' 43'',3630
2011,11, REIN TAARAMÄE,151,COFIDIS LE CREDIT EN LIGNE,86H 23' 51'',+ 00H 11' 29'',3630
2011,12, KEVIN DE WEERT,124,QUICK STEP CYCLING TEAM,86H 28' 51'',+ 00H 16' 29'',3630
2011,13, JÉRÔME COPPEL,211,SAUR-SOJASUN,86H 30' 58'',+ 00H 18' 36'',3630
2011,14, ARNOLD JEANNESSON,134,FDJ,86H 33' 42'',+ 00H 21' 20'',3630
2011,15, HAIMAR ZUBELDIA,79,TEAM RADIOSHACK,86H 38' 45'',+ 00H 26' 23'',3630
2011,16, CHRISTIAN VANDE VELDE,58,TEAM GARMIN - CERVELO,86H 39' 34'',+ 00H 27' 12'',3630
2011,17, RYDER HESJEDAL,55,TEAM GARMIN - CERVELO,86H 39' 36'',+ 00H 27' 14'',3630
2011,18, PETER VELITS,179,HTC - HIGHROAD,86H 41' 16'',+ 00H 28' 54'',3630
2011,19, JELLE VANENDERT,38,OMEGA PHARMA - LOTTO,86H 45' 03'',+ 00H 32' 41'',3630
2011,20, ROB RUIJGH,208,VACANSOLEIL-DCM,86H 45' 26'',+ 00H 33' 04'',3630
2011,22, HUBERT DUPONT,103,AG2R LA MONDIALE,86H 49' 16'',+ 00H 36' 54'',3630
2011,23, VLADIMIR GUSEV,194,KATUSHA TEAM,86H 54' 48'',+ 00H 42' 26'',3630
2011,24, RIGOBERTO URAN,118,SKY PROCYCLING,86H 55' 10'',+ 00H 42' 48'',3630
2011,25, GORKA VERDUGO,29,EUSKALTEL - EUSKADI,86H 55' 28'',+ 00H 43' 06'',3630
2011,26, NICOLAS ROCHE,101,AG2R LA MONDIALE,86H 58' 45'',+ 00H 46' 23'',3630
2011,27, SANDY CASAR,131,FDJ,87H 02' 50'',+ 00H 50' 28'',3630
2011,28, VLADIMIR KARPETS,191,KATUSHA TEAM,87H 04' 47'',+ 00H 52' 25'',3630
2011,29, MAXIME MONFORT,15,TEAM LEOPARD-TREK,87H 05' 38'',+ 00H 53' 16'',3630
2011,30, YURY TROFIMOV,199,KATUSHA TEAM,87H 09' 08'',+ 00H 56' 46'',3630
2011,31, GERAINT THOMAS,117,SKY PROCYCLING,87H 13' 10'',+ 01H 00' 48'',3630
2011,32, LEVI LEIPHEIMER,75,TEAM RADIOSHACK,87H 16' 20'',+ 01H 03' 58'',3630
2011,33, ROBERT GESINK,41,RABOBANK CYCLING TEAM,87H 17' 31'',+ 01H 05' 09'',3630
2011,34, EGOI MARTINEZ,23,EUSKALTEL - EUSKADI,87H 20' 50'',+ 01H 08' 28'',3630
2011,36, DAVID ARROYO DURAN,81,MOVISTAR TEAM,87H 27' 02'',+ 01H 14' 40'',3630
2011,37, CHRIS ANKER SORENSEN,6,SAXO BANK SUNGARD,87H 27' 04'',+ 01H 14' 42'',3630
2011,38, PHILIPPE GILBERT,32,OMEGA PHARMA - LOTTO,87H 27' 13'',+ 01H 14' 51'',3630
2011,39, RÉMY DI GREGORIO,62,PRO TEAM ASTANA,87H 34' 26'',+ 01H 22' 04'',3630
2011,40, JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,87H 36' 43'',+ 01H 24' 21'',3630
2011,41, DAVID MONCOUTIE,157,COFIDIS LE CREDIT EN LIGNE,87H 37' 47'',+ 01H 25' 25'',3630
2011,42, SYLVESTER SZMYD,98,LIQUIGAS-CANNONDALE,87H 37' 59'',+ 01H 25' 37'',3630
2011,43, CYRIL GAUTIER,183,TEAM EUROPCAR,87H 40' 05'',+ 01H 27' 43'',3630
2011,44, TONY MARTIN,175,HTC - HIGHROAD,87H 43' 18'',+ 01H 30' 56'',3630
2011,45, ANDREY ZEITS,69,PRO TEAM ASTANA,87H 44' 10'',+ 01H 31' 48'',3630
2011,46, DRIES DEVENYNS,125,QUICK STEP CYCLING TEAM,87H 46' 28'',+ 01H 34' 06'',3630
2011,47, YANNICK TALABARDON,219,SAUR-SOJASUN,87H 47' 13'',+ 01H 34' 51'',3630
2011,48, XABIER ZANDIO ECHAIDE,119,SKY PROCYCLING,87H 47' 40'',+ 01H 35' 18'',3630
2011,49, STEVE MORABITO,146,BMC RACING TEAM,87H 50' 19'',+ 01H 37' 57'',3630
2011,50, JAKOB FUGLSANG,13,TEAM LEOPARD-TREK,87H 52' 20'',+ 01H 39' 58'',3630
2011,51, CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,87H 56' 09'',+ 01H 43' 47'',3630
2011,52, ANTHONY CHARTEAU,182,TEAM EUROPCAR,87H 56' 11'',+ 01H 43' 49'',3630
2011,53, EDVALD BOASSON HAGEN,114,SKY PROCYCLING,87H 57' 01'',+ 01H 44' 39'',3630
2011,54, JÉRÔME PINEAU,127,QUICK STEP CYCLING TEAM,87H 57' 03'',+ 01H 44' 41'',3630
2011,55, MAXIME BOUET,102,AG2R LA MONDIALE,87H 57' 07'',+ 01H 44' 45'',3630
2011,56, GEORGE HINCAPIE,144,BMC RACING TEAM,87H 57' 38'',+ 01H 45' 16'',3630
2011,57, LUIS LEÓN SANCHEZ,47,RABOBANK CYCLING TEAM,87H 58' 31'',+ 01H 46' 09'',3630
2011,58, LAURENS TEN DAM,48,RABOBANK CYCLING TEAM,87H 59' 24'',+ 01H 47' 02'',3630
2011,59, DAVID LOOSLI,167,LAMPRE - ISD,88H 03' 30'',+ 01H 51' 08'',3630
2011,60, LINUS GERDEMANN,14,TEAM LEOPARD-TREK,88H 03' 41'',+ 01H 51' 19'',3630
2011,61, SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,88H 04' 43'',+ 01H 52' 21'',3630
2011,62, DANIEL NAVARRO GARCIA,3,SAXO BANK SUNGARD,88H 05' 44'',+ 01H 53' 22'',3630
2011,63, THOMAS DE GENDT,203,VACANSOLEIL-DCM,88H 06' 33'',+ 01H 54' 11'',3630
2011,64, CHRISTIAN KNEES,115,SKY PROCYCLING,88H 08' 34'',+ 01H 56' 12'',3630
2011,65, AMAEL MOINARD,145,BMC RACING TEAM,88H 11' 05'',+ 01H 58' 43'',3630
2011,66, GORKA IZAGUIRRE INSAUSTI,22,EUSKALTEL - EUSKADI,88H 12' 09'',+ 01H 59' 47'',3630
2011,67, JENS VOIGT,19,TEAM LEOPARD-TREK,88H 12' 18'',+ 01H 59' 56'',3630
2011,68, THOR HUSHOVD,51,TEAM GARMIN - CERVELO,88H 15' 37'',+ 02H 03' 15'',3630
2011,69, MACIEJ PATERSKI,96,LIQUIGAS-CANNONDALE,88H 16' 18'',+ 02H 03' 56'',3630
2011,70, BAUKE MOLLEMA,45,RABOBANK CYCLING TEAM,88H 18' 57'',+ 02H 06' 35'',3630
2011,71, GRISCHA NIERMANN,46,RABOBANK CYCLING TEAM,88H 19' 48'',+ 02H 07' 26'',3630
2011,72, RICHIE PORTE,5,SAXO BANK SUNGARD,88H 21' 46'',+ 02H 09' 24'',3630
2011,73, EGOR SILIN,198,KATUSHA TEAM,88H 22' 27'',+ 02H 10' 05'',3630
2011,74, JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,88H 24' 13'',+ 02H 11' 51'',3630
2011,75, RUBEN PEREZ MORENO,25,EUSKALTEL - EUSKADI,88H 24' 50'',+ 02H 12' 28'',3630
2011,76, DAVID MILLAR,56,TEAM GARMIN - CERVELO,88H 27' 18'',+ 02H 14' 56'',3630
2011,77, GIANNI MEERSMAN,135,FDJ,88H 29' 49'',+ 02H 17' 27'',3630
2011,78, STUART O'GRADY,16,TEAM LEOPARD-TREK,88H 30' 20'',+ 02H 17' 58'',3630
2011,79, TONY GALLOPIN,156,COFIDIS LE CREDIT EN LIGNE,88H 30' 41'',+ 02H 18' 19'',3630
2011,80, JOSÉ ROJAS,88,MOVISTAR TEAM,88H 35' 16'',+ 02H 22' 54'',3630
2011,81, SERGIO MIGUEL MOREIRA PAULINHO,77,TEAM RADIOSHACK,88H 36' 51'',+ 02H 24' 29'',3630
2011,82, TEJAY VAN GARDEREN,178,HTC - HIGHROAD,88H 38' 11'',+ 02H 25' 49'',3630
2011,83, IVAN SANTAROMITA,148,BMC RACING TEAM,88H 39' 34'',+ 02H 27' 12'',3630
2011,84, MARKEL IRIZAR ARRANBURU,73,TEAM RADIOSHACK,88H 39' 35'',+ 02H 27' 13'',3630
2011,85, JURGEN ROELANDTS,35,OMEGA PHARMA - LOTTO,88H 39' 50'',+ 02H 27' 28'',3630
2011,86, JÉRÉMY ROY,138,FDJ,88H 40' 49'',+ 02H 28' 27'',3630
2011,87, KRISTIJAN KOREN,93,LIQUIGAS-CANNONDALE,88H 41' 46'',+ 02H 29' 24'',3630
2011,88, IMANOL ERVITI,84,MOVISTAR TEAM,88H 42' 09'',+ 02H 29' 47'',3630
2011,89, MARCO MARCATO,206,VACANSOLEIL-DCM,88H 42' 31'',+ 02H 30' 09'',3630
2011,90, RUI COSTA,83,MOVISTAR TEAM,88H 43' 56'',+ 02H 31' 34'',3630
2011,91, ADRIANO MALORI,168,LAMPRE - ISD,88H 44' 09'',+ 02H 31' 47'',3630
2011,92, JESUS ALBERTO HERNANDEZ BLAZQUEZ,2,SAXO BANK SUNGARD,88H 44' 22'',+ 02H 32' 00'',3630
2011,93, MATTEO BONO,164,LAMPRE - ISD,88H 48' 07'',+ 02H 35' 45'',3630
2011,94, ALAN PEREZ LEZAUN,24,EUSKALTEL - EUSKADI,88H 48' 36'',+ 02H 36' 14'',3630
2011,95, NICKI SORENSEN,7,SAXO BANK SUNGARD,88H 48' 48'',+ 02H 36' 26'',3630
2011,96, SIMON GERRANS,113,SKY PROCYCLING,88H 49' 47'',+ 02H 37' 25'',3630
2011,97, JONATHAN HIVERT,216,SAUR-SOJASUN,88H 49' 59'',+ 02H 37' 37'',3630
2011,98, JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,88H 53' 26'',+ 02H 41' 04'',3630
2011,99, MAARTEN TJALLINGII,49,RABOBANK CYCLING TEAM,88H 54' 03'',+ 02H 41' 41'',3630
2011,100, DANIEL OSS,95,LIQUIGAS-CANNONDALE,88H 59' 29'',+ 02H 47' 07'',3630
2011,101, ANTHONY ROUX,137,FDJ,89H 00' 11'',+ 02H 47' 49'',3630
2011,102, JOSÉ IVAN GUTIERREZ PALACIOS,85,MOVISTAR TEAM,89H 01' 45'',+ 02H 49' 23'',3630
2011,103, MICHAEL SCHÄR,149,BMC RACING TEAM,89H 01' 59'',+ 02H 49' 37'',3630
2011,104, ARTHUR VICHOT,139,FDJ,89H 02' 11'',+ 02H 49' 49'',3630
2011,105, MAXIM IGLINSKIY,65,PRO TEAM ASTANA,89H 06' 12'',+ 02H 53' 50'',3630
2011,106, DMITRIY FOFONOV,63,PRO TEAM ASTANA,89H 06' 21'',+ 02H 53' 59'',3630
2011,107, ALESSANDRO PETACCHI,169,LAMPRE - ISD,89H 06' 42'',+ 02H 54' 20'',3630
2011,108, JOOST POSTHUMA,17,TEAM LEOPARD-TREK,89H 07' 47'',+ 02H 55' 25'',3630
2011,109, DANILO HONDO,165,LAMPRE - ISD,89H 12' 22'',+ 03H 00' 00'',3630
2011,110, SÉBASTIEN MINARD,107,AG2R LA MONDIALE,89H 12' 26'',+ 03H 00' 04'',3630
2011,111, SÉBASTIEN HINAULT,105,AG2R LA MONDIALE,89H 13' 06'',+ 03H 00' 44'',3630
2011,112, ROMAN KREUZIGER,66,PRO TEAM ASTANA,89H 13' 21'',+ 03H 00' 59'',3630
2011,113, SEBASTIAN LANG,34,OMEGA PHARMA - LOTTO,89H 14' 13'',+ 03H 01' 51'',3630
2011,114, BRENT BOOKWALTER,142,BMC RACING TEAM,89H 16' 09'',+ 03H 03' 47'',3630
2011,115, MANUEL QUINZIATO,147,BMC RACING TEAM,89H 17' 09'',+ 03H 04' 47'',3630
2011,116, BENJAMIN NOVAL GONZALEZ,4,SAXO BANK SUNGARD,89H 18' 51'',+ 03H 06' 29'',3630
2011,117, BLEL KADRI,106,AG2R LA MONDIALE,89H 19' 29'',+ 03H 07' 07'',3630
2011,118, TRISTAN VALENTIN,158,COFIDIS LE CREDIT EN LIGNE,89H 19' 32'',+ 03H 07' 10'',3630
2011,119, FABIAN CANCELLARA,12,TEAM LEOPARD-TREK,89H 19' 53'',+ 03H 07' 31'',3630
2011,120, SÉBASTIEN TURGOT,189,TEAM EUROPCAR,89H 20' 56'',+ 03H 08' 34'',3630
2011,121, LEONARDO DUQUE,154,COFIDIS LE CREDIT EN LIGNE,89H 21' 03'',+ 03H 08' 41'',3630
2011,122, LAURENT MANGEL,218,SAUR-SOJASUN,89H 22' 41'',+ 03H 10' 19'',3630
2011,123, MATTEO TOSATTO,8,SAXO BANK SUNGARD,89H 22' 58'',+ 03H 10' 36'',3630
2011,124, FABRICE JEANDESBOZ,217,SAUR-SOJASUN,89H 24' 09'',+ 03H 11' 47'',3630
2011,125, BRIAN VANDBORG,9,SAXO BANK SUNGARD,89H 26' 05'',+ 03H 13' 43'',3630
2011,126, PAOLO LONGO BORGHINI,94,LIQUIGAS-CANNONDALE,89H 26' 06'',+ 03H 13' 44'',3630
2011,127, GREGA BOLE,163,LAMPRE - ISD,89H 26' 37'',+ 03H 14' 15'',3630
2011,128, LIEUWE WESTRA,209,VACANSOLEIL-DCM,89H 26' 37'',+ 03H 14' 15'',3630
2011,129, DMITRIY MURAVYEV,76,TEAM RADIOSHACK,89H 26' 51'',+ 03H 14' 29'',3630
2011,130, MARK CAVENDISH,171,HTC - HIGHROAD,89H 27' 27'',+ 03H 15' 05'',3630
2011,131, MICKAËL BUFFAZ,152,COFIDIS LE CREDIT EN LIGNE,89H 27' 34'',+ 03H 15' 12'',3630
2011,132, MICKAEL DELAGE,133,FDJ,89H 28' 01'',+ 03H 15' 39'',3630
2011,133, ALESSANDRO VANOTTI,99,LIQUIGAS-CANNONDALE,89H 28' 22'',+ 03H 16' 00'',3630
2011,134, NIKI TERPSTRA,129,QUICK STEP CYCLING TEAM,89H 29' 00'',+ 03H 16' 38'',3630
2011,135, ANTHONY DELAPLACE,213,SAUR-SOJASUN,89H 29' 20'',+ 03H 16' 58'',3630
2011,136, BORUT BOZIC,202,VACANSOLEIL-DCM,89H 29' 33'',+ 03H 17' 11'',3630
2011,137, BEN SWIFT,116,SKY PROCYCLING,89H 30' 29'',+ 03H 18' 07'',3630
2011,138, JEREMIE GALLAND,215,SAUR-SOJASUN,89H 32' 08'',+ 03H 19' 46'',3630
2011,139, FRANCISCO VENTOSO,89,MOVISTAR TEAM,89H 32' 24'',+ 03H 20' 02'',3630
2011,140, TOMAS VAITKUS,68,PRO TEAM ASTANA,89H 32' 29'',+ 03H 20' 07'',3630
2011,141, MARCEL SIEBERG,36,OMEGA PHARMA - LOTTO,89H 34' 01'',+ 03H 21' 39'',3630
2011,142, MATTHEW HARLEY GOSS,174,HTC - HIGHROAD,89H 34' 54'',+ 03H 22' 32'',3630
2011,143, MACIEJ BODNAR,92,LIQUIGAS-CANNONDALE,89H 35' 52'',+ 03H 23' 30'',3630
2011,144, ANDREY GRIVKO,64,PRO TEAM ASTANA,89H 38' 44'',+ 03H 26' 22'',3630
2011,145, JULIAN DEAN,53,TEAM GARMIN - CERVELO,89H 40' 22'',+ 03H 28' 00'',3630
2011,146, ADDY ENGELS,126,QUICK STEP CYCLING TEAM,89H 41' 26'',+ 03H 29' 04'',3630
2011,147, MIKHAIL IGNATYEV,195,KATUSHA TEAM,89H 41' 29'',+ 03H 29' 07'',3630
2011,148, ARNAUD COYOT,212,SAUR-SOJASUN,89H 41' 42'',+ 03H 29' 20'',3630
2011,149, PABLO URTASUN PEREZ,27,EUSKALTEL - EUSKADI,89H 42' 39'',+ 03H 30' 17'',3630
2011,150, GERALD CIOLEK,123,QUICK STEP CYCLING TEAM,89H 42' 44'',+ 03H 30' 22'',3630
2011,151, PERRIG QUEMENEUR,187,TEAM EUROPCAR,89H 42' 57'',+ 03H 30' 35'',3630
2011,152, ROMAIN ZINGLE,159,COFIDIS LE CREDIT EN LIGNE,89H 43' 52'',+ 03H 31' 30'',3630
2011,153, DENYS KOSTYUK,166,LAMPRE - ISD,89H 44' 04'',+ 03H 31' 42'',3630
2011,154, LARS BAK YTTING,172,HTC - HIGHROAD,89H 45' 47'',+ 03H 33' 25'',3630
2011,155, VINCENT JEROME,185,TEAM EUROPCAR,89H 46' 59'',+ 03H 34' 37'',3630
2011,156, ANDRÉ GREIPEL,33,OMEGA PHARMA - LOTTO,89H 47' 26'',+ 03H 35' 04'',3630
2011,157, RAMUNAS NAVARDAUSKAS,57,TEAM GARMIN - CERVELO,89H 49' 15'',+ 03H 36' 53'',3630
2011,158, YOHANN GENE,184,TEAM EUROPCAR,89H 50' 35'',+ 03H 38' 13'',3630
2011,159, TYLER FARRAR,54,TEAM GARMIN - CERVELO,89H 50' 54'',+ 03H 38' 32'',3630
2011,160, JIMMY ENGOULVENT,214,SAUR-SOJASUN,89H 50' 56'',+ 03H 38' 34'',3630
2011,161, BERNHARD EISEL,173,HTC - HIGHROAD,89H 52' 18'',+ 03H 39' 56'',3630
2011,162, SAMUEL DUMOULIN,153,COFIDIS LE CREDIT EN LIGNE,89H 55' 39'',+ 03H 43' 17'',3630
2011,163, MARK RENSHAW,177,HTC - HIGHROAD,89H 56' 22'',+ 03H 44' 00'',3630
2011,164, MARCUS BURGHARDT,143,BMC RACING TEAM,89H 56' 30'',+ 03H 44' 08'',3630
2011,165, DANNY PATE,176,HTC - HIGHROAD,89H 57' 48'',+ 03H 45' 26'',3630
2011,166, ANDREY AMADOR,82,MOVISTAR TEAM,90H 06' 57'',+ 03H 54' 35'',3630
2011,167, FABIO SABATINI,97,LIQUIGAS-CANNONDALE,90H 10' 05'',+ 03H 57' 43'',3630
2010,1, ANDY SCHLECK,11,TEAM SAXO BANK,91H 59' 27'',-,3642
2010,2, SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,92H 02' 28'',+ 00H 03' 01'',3642
2010,3, JURGEN VAN DEN BROECK,101,OMEGA PHARMA - LOTTO,92H 05' 42'',+ 00H 06' 15'',3642
2010,5, ROBERT GESINK,195,RABOBANK,92H 08' 19'',+ 00H 08' 52'',3642
2010,6, RYDER HESJEDAL,54,GARMIN - TRANSITIONS,92H 09' 03'',+ 00H 09' 36'',3642
2010,7, JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,92H 10' 25'',+ 00H 10' 58'',3642
2010,8, ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,92H 10' 42'',+ 00H 11' 15'',3642
2010,9, CHRISTOPHER HORNER,23,TEAM RADIOSHACK,92H 10' 50'',+ 00H 11' 23'',3642
2010,10, LUIS LEÓN SANCHEZ,161,CAISSE D'EPARGNE,92H 13' 09'',+ 00H 13' 42'',3642
2010,11, RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,92H 13' 17'',+ 00H 13' 50'',3642
2010,12, LEVI LEIPHEIMER,25,TEAM RADIOSHACK,92H 13' 28'',+ 00H 14' 01'',3642
2010,13, ANDREAS KLÖDEN,24,TEAM RADIOSHACK,92H 15' 24'',+ 00H 15' 57'',3642
2010,14, NICOLAS ROCHE,81,AG2R LA MONDIALE,92H 15' 47'',+ 00H 16' 20'',3642
2010,15, ALEXANDRE VINOKOUROV,9,ASTANA,92H 16' 34'',+ 00H 17' 07'',3642
2010,16, THOMAS LÖVKVIST,37,SKY PRO CYCLING,92H 19' 34'',+ 00H 20' 07'',3642
2010,17, KEVIN DE WEERT,133,QUICK STEP,92H 20' 42'',+ 00H 21' 15'',3642
2010,18, JOHN GADRET,85,AG2R LA MONDIALE,92H 22' 52'',+ 00H 23' 25'',3642
2010,19, CARLOS SASTRE,91,CERVELO TEST TEAM,92H 25' 25'',+ 00H 25' 58'',3642
2010,21, DANIEL MORENO FERNANDEZ,107,OMEGA PHARMA - LOTTO,92H 28' 26'',+ 00H 28' 59'',3642
2010,22, CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,92H 32' 49'',+ 00H 33' 22'',3642
2010,24, BRADLEY WIGGINS,31,SKY PRO CYCLING,92H 38' 12'',+ 00H 38' 45'',3642
2010,25, SANDY CASAR,62,FDJ,92H 44' 40'',+ 00H 45' 13'',3642
2010,26, CADEL EVANS,121,BMC RACING TEAM,92H 49' 15'',+ 00H 49' 48'',3642
2010,27, JULIEN EL FARES,174,COFIDIS LE CREDIT EN LIGNE,92H 52' 10'',+ 00H 52' 43'',3642
2010,28, CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,92H 54' 01'',+ 00H 54' 34'',3642
